;Text;Thématique;Groupe;lang;lang_predict;lemma;cleaned;bigrams
1850;['For', 'example', 'the', 'rule', 'displaystyle', 'mathrm', 'onions', 'potatoes', 'Rightarrow', 'mathrm', 'found', 'the', 'data', 'of', 'supermarket', 'would', 'indicate', 'that', 'if', 'customer', 'onions', 'and', 'potatoes', 'together', 'are', 'likely', 'also', 'buy', 'meat'];machine_learning;groupe A;En;En;['rule', 'displaystyle', 'mathrm', 'onion', 'potato', 'rightarrow', 'mathrm', 'data', 'supermarket', 'customer', 'onion', 'potato', 'meat'];['rule', 'displaystyle', 'mathrm', 'onion', 'potato', 'rightarrow', 'mathrm', 'data', 'supermarket', 'customer', 'onion', 'potato', 'meat'];['rule', 'displaystyle', 'mathrm', 'onion', 'potato', 'rightarrow', 'mathrm', 'data', 'supermarket', 'customer', 'onion', 'potato', 'meat']
1851;['information', 'can', 'used', 'as', 'the', 'basis', 'for', 'decisions', 'about', 'marketing', 'activities', 'as', 'promotional', 'pricing', 'product', 'placements'];machine_learning;groupe A;En;En;['basis', 'decisions', 'marketing', 'activity', 'promotional', 'pricing', 'product', 'placement'];['basis', 'decisions', 'marketing', 'activity', 'promotional', 'pricing', 'product', 'placement'];['basis', 'decisions', 'marketing', 'activity', 'promotional', 'pricing', 'product', 'placement']
1852;['addition', 'market', 'basket', 'analysis', 'association', 'rules', 'are', 'employed', 'today', 'application', 'areas', 'including', 'Web', 'usage', 'mining', 'intrusion', 'detection', 'continuous', 'production', 'and', 'bioinformatics'];machine_learning;groupe A;En;En;['addition', 'market', 'basket', 'analysis', 'association', 'rule', 'employ', 'application', 'usage', 'mining', 'intrusion', 'detection', 'continuous', 'production', 'bioinformatics'];['addition', 'market', 'basket', 'analysis', 'association', 'rule', 'employ', 'application', 'usage', 'mining', 'intrusion', 'detection', 'continuous', 'production', 'bioinformatics'];['addition', 'market', 'basket', 'analysis', 'association_rule', 'employ', 'application', 'usage', 'mining', 'intrusion', 'detection', 'continuous', 'production', 'bioinformatics']
1853;['contrast', 'with', 'sequence', 'mining', 'association', 'rule', 'learning', 'typically', 'does', 'not', 'consider', 'the', 'order', 'of', 'items', 'either', 'within', 'transaction', 'across', 'transactions'];machine_learning;groupe A;En;En;['contrast', 'sequence', 'mining', 'association', 'rule', 'learning', 'item', 'transaction', 'transactions'];['contrast', 'sequence', 'mining', 'association', 'rule', 'learning', 'item', 'transaction', 'transactions'];['contrast', 'sequence', 'mining', 'association_rule', 'learning', 'item', 'transaction', 'transactions']
1854;['Learning', 'classifier', 'systems', 'LCS', 'are', 'family', 'of', 'rule-based', 'machine', 'learning', 'algorithms', 'that', 'combine', 'discovery', 'component', 'typically', 'genetic', 'algorithm', 'with', 'learning', 'component', 'performing', 'either', 'supervised', 'learning', 'reinforcement', 'learning', 'unsupervised', 'learning'];machine_learning;groupe A;En;En;['learning', 'classifier', 'systems', 'lcs', 'family', 'rule-based', 'machine', 'learning', 'algorithm', 'combine', 'discovery', 'component', 'genetic', 'algorithm', 'learning', 'component', 'perform', 'supervise', 'learning', 'reinforcement', 'learning', 'unsupervised', 'learning'];['learning', 'classifier', 'systems', 'lcs', 'family', 'rule-based', 'machine', 'learning', 'algorithm', 'combine', 'discovery', 'component', 'genetic', 'algorithm', 'learning', 'component', 'perform', 'supervise', 'learning', 'reinforcement', 'learning', 'unsupervised', 'learning'];['learning', 'classifier', 'systems', 'lcs', 'family', 'rule-based_machine', 'learning_algorithm', 'combine', 'discovery', 'component', 'genetic_algorithm', 'learning', 'component', 'perform', 'supervise_learning', 'reinforcement_learning', 'unsupervised_learning']
1855;['seek', 'identify', 'set', 'of', 'context-dependent', 'rules', 'that', 'collectively', 'store', 'and', 'apply', 'knowledge', 'piecewise', 'manner', 'order', 'make', 'predictions'];machine_learning;groupe A;En;En;['seek', 'identify', 'set', 'context-dependent', 'rule', 'store', 'apply', 'knowledge', 'piecewise', 'manner', 'prediction'];['seek', 'identify', 'set', 'context-dependent', 'rule', 'store', 'apply', 'knowledge', 'piecewise', 'manner', 'prediction'];['seek', 'identify', 'set', 'context-dependent', 'rule', 'store', 'apply', 'knowledge', 'piecewise', 'manner', 'prediction']
1856;['Inductive', 'logic', 'programming', 'ILP', 'is', 'approach', 'rule-learning', 'using', 'logic', 'programming', 'as', 'uniform', 'representation', 'for', 'input', 'examples', 'background', 'knowledge', 'and', 'hypotheses'];machine_learning;groupe A;En;En;['inductive', 'logic', 'programming', 'ilp', 'approach', 'rule-learning', 'logic', 'programming', 'uniform', 'representation', 'input', 'background', 'knowledge', 'hypotheses'];['inductive', 'logic', 'programming', 'ilp', 'approach', 'rule-learning', 'logic', 'programming', 'uniform', 'representation', 'input', 'background', 'knowledge', 'hypotheses'];['inductive_logic', 'programming', 'ilp', 'approach', 'rule-learning', 'logic_programming', 'uniform', 'representation', 'input', 'background', 'knowledge', 'hypotheses']
1857;['Given', 'encoding', 'of', 'the', 'known', 'background', 'knowledge', 'and', 'set', 'of', 'examples', 'represented', 'as', 'logical', 'database', 'of', 'facts', 'ILP', 'system', 'derive', 'hypothesized', 'logic', 'program', 'that', 'entails', 'all', 'positive', 'and', 'no', 'negative', 'examples'];machine_learning;groupe A;En;En;['encode', 'background', 'knowledge', 'set', 'represent', 'logical', 'database', 'ilp', 'derive', 'hypothesize', 'logic', 'program', 'entail', 'positive', 'negative'];['encode', 'background', 'knowledge', 'set', 'represent', 'logical', 'database', 'ilp', 'derive', 'hypothesize', 'logic', 'program', 'entail', 'positive', 'negative'];['encode', 'background', 'knowledge', 'set', 'represent', 'logical', 'database', 'ilp', 'derive', 'hypothesize', 'logic', 'program', 'entail', 'positive_negative']
1858;['Inductive', 'programming', 'is', 'related', 'field', 'that', 'considers', 'any', 'of', 'programming', 'languages', 'for', 'representing', 'hypotheses', 'and', 'not', 'only', 'logic', 'programming', 'as', 'functional', 'programs'];machine_learning;groupe A;En;En;['inductive', 'programming', 'field', 'considers', 'programming', 'language', 'represent', 'hypotheses', 'logic', 'programming', 'functional', 'program'];['inductive', 'programming', 'field', 'considers', 'programming', 'language', 'represent', 'hypotheses', 'logic', 'programming', 'functional', 'program'];['inductive', 'programming', 'field', 'considers', 'programming_language', 'represent', 'hypotheses', 'logic_programming', 'functional', 'program']
1859;['Inductive', 'logic', 'programming', 'is', 'particularly', 'useful', 'bioinformatics', 'and', 'natural', 'language', 'processing'];machine_learning;groupe A;En;En;['inductive', 'logic', 'programming', 'bioinformatics', 'natural', 'language', 'processing'];['inductive', 'logic', 'programming', 'bioinformatics', 'natural', 'language', 'processing'];['inductive_logic', 'programming', 'bioinformatics', 'natural_language', 'processing']
1860;['and', 'the', 'initial', 'theoretical', 'foundation', 'for', 'inductive', 'machine', 'learning', 'logical', 'setting'];machine_learning;groupe A;En;En;['initial', 'theoretical', 'foundation', 'inductive', 'machine', 'learning', 'logical', 'set'];['initial', 'theoretical', 'foundation', 'inductive', 'machine', 'learning', 'logical', 'set'];['initial', 'theoretical', 'foundation', 'inductive', 'machine_learning', 'logical', 'set']
1861;['built', 'their', 'first', 'implementation', 'Model', 'Inference', 'System', 'Prolog', 'program', 'that', 'inductively', 'inferred', 'logic', 'programs', 'from', 'positive', 'and', 'negative', 'examples'];machine_learning;groupe A;En;En;['built', 'implementation', 'model', 'inference', 'prolog', 'program', 'infer', 'logic', 'program', 'positive', 'negative'];['built', 'implementation', 'model', 'inference', 'prolog', 'program', 'infer', 'logic', 'program', 'positive', 'negative'];['built', 'implementation', 'model', 'inference', 'prolog', 'program', 'infer', 'logic', 'program', 'positive_negative']
1862;['The', 'term', 'inductive', 'refers', 'philosophical', 'induction', 'suggesting', 'theory', 'explain', 'observed', 'facts', 'rather', 'than', 'mathematical', 'induction', 'proving', 'property', 'for', 'all', 'members', 'of', 'well-ordered', 'set'];machine_learning;groupe A;En;En;['term', 'inductive', 'refers', 'philosophical', 'induction', 'theory', 'explain', 'observe', 'mathematical', 'induction', 'prove', 'property', 'well-ordered', 'set'];['term', 'inductive', 'refers', 'philosophical', 'induction', 'theory', 'explain', 'observe', 'mathematical', 'induction', 'prove', 'property', 'well-ordered', 'set'];['term', 'inductive', 'refers', 'philosophical', 'induction', 'theory', 'explain', 'observe', 'mathematical', 'induction', 'prove', 'property', 'well-ordered', 'set']
1863;['Performing', 'machine', 'learning', 'involves', 'creating', 'model', 'which', 'is', 'trained', 'on', 'training', 'data', 'and', 'then', 'can', 'process', 'additional', 'data', 'make', 'predictions'];machine_learning;groupe A;En;En;['performing', 'machine', 'learning', 'involves', 'create', 'model', 'train', 'training', 'data', 'process', 'additional', 'data', 'prediction'];['performing', 'machine', 'learning', 'involves', 'create', 'model', 'train', 'training', 'data', 'process', 'additional', 'data', 'prediction'];['performing', 'machine_learning', 'involves', 'create', 'model', 'train', 'training_data', 'process', 'additional', 'data', 'prediction']
1864;['Various', 'types', 'of', 'models', 'been', 'used', 'and', 'researched', 'for', 'machine', 'learning', 'systems'];machine_learning;groupe A;En;En;['types', 'models', 'machine', 'learning', 'systems'];['types', 'models', 'machine', 'learning', 'systems'];['types', 'models', 'machine_learning', 'systems']
1865;['Artificial', 'neural', 'networks', 'ANNs', 'connectionist', 'systems', 'are', 'computing', 'systems', 'vaguely', 'inspired', 'by', 'the', 'biological', 'neural', 'networks', 'that', 'constitute', 'animal', 'brains'];machine_learning;groupe A;En;En;['artificial', 'neural', 'network', 'anns', 'connectionist', 'systems', 'computing', 'systems', 'inspire', 'biological', 'neural', 'network', 'constitute', 'animal', 'brain'];['artificial', 'neural', 'network', 'anns', 'connectionist', 'systems', 'computing', 'systems', 'inspire', 'biological', 'neural', 'network', 'constitute', 'animal', 'brain'];['artificial_neural', 'network', 'anns', 'connectionist', 'systems', 'computing', 'systems', 'inspire', 'biological', 'neural_network', 'constitute', 'animal', 'brain']
1866;['systems', 'learn', 'perform', 'tasks', 'by', 'considering', 'examples', 'generally', 'without', 'being', 'programmed', 'with', 'any', 'task-specific', 'rules'];machine_learning;groupe A;En;En;['systems', 'learn', 'perform', 'task', 'programmed', 'task-specific', 'rule'];['systems', 'learn', 'perform', 'task', 'programmed', 'task-specific', 'rule'];['systems', 'learn', 'perform_task', 'programmed', 'task-specific', 'rule']
1867;['is', 'model', 'based', 'on', 'collection', 'of', 'connected', 'units', 'nodes', 'called', 'artificial', 'neurons', 'which', 'loosely', 'model', 'the', 'neurons', 'biological', 'brain'];machine_learning;groupe A;En;En;['model', 'base', 'collection', 'connect', 'unit', 'node', 'artificial', 'neuron', 'model', 'neuron', 'biological', 'brain'];['model', 'base', 'collection', 'connect', 'unit', 'node', 'artificial', 'neuron', 'model', 'neuron', 'biological', 'brain'];['model', 'base', 'collection', 'connect', 'unit', 'node', 'artificial_neuron', 'model', 'neuron', 'biological_brain']
1868;['Each', 'connection', 'like', 'the', 'synapses', 'biological', 'brain', 'can', 'transmit', 'information', 'signal', 'from', 'one', 'artificial', 'neuron', 'another'];machine_learning;groupe A;En;En;['connection', 'synapses', 'biological', 'brain', 'transmit', 'signal', 'artificial', 'neuron'];['connection', 'synapses', 'biological', 'brain', 'transmit', 'signal', 'artificial', 'neuron'];['connection', 'synapses', 'biological_brain', 'transmit', 'signal', 'artificial_neuron']
1869;['artificial', 'neuron', 'that', 'receives', 'signal', 'can', 'process', 'it', 'and', 'then', 'signal', 'additional', 'artificial', 'neurons', 'connected', 'it'];machine_learning;groupe A;En;En;['artificial', 'neuron', 'receives', 'signal', 'process', 'signal', 'additional', 'artificial', 'neuron', 'connect'];['artificial', 'neuron', 'receives', 'signal', 'process', 'signal', 'additional', 'artificial', 'neuron', 'connect'];['artificial_neuron', 'receives', 'signal', 'process', 'signal', 'additional', 'artificial_neuron', 'connect']
1870;['implementations', 'the', 'signal', 'connection', 'between', 'artificial', 'neurons', 'is', 'number', 'and', 'the', 'output', 'of', 'each', 'artificial', 'neuron', 'is', 'computed', 'by', 'non-linear', 'function', 'of', 'the', 'sum', 'of', 'its', 'inputs'];machine_learning;groupe A;En;En;['implementations', 'signal', 'connection', 'artificial', 'neuron', 'output', 'artificial', 'neuron', 'compute', 'non-linear', 'function', 'sum', 'input'];['implementations', 'signal', 'connection', 'artificial', 'neuron', 'output', 'artificial', 'neuron', 'compute', 'non-linear', 'function', 'sum', 'input'];['implementations', 'signal', 'connection', 'artificial_neuron', 'output', 'artificial_neuron', 'compute', 'non-linear', 'function', 'sum', 'input']
1871;['The', 'connections', 'between', 'artificial', 'neurons', 'are', 'called', 'edges'];machine_learning;groupe A;En;En;['connection', 'artificial', 'neuron', 'edge'];['connection', 'artificial', 'neuron', 'edge'];['connection', 'artificial_neuron', 'edge']
1872;['Artificial', 'neurons', 'and', 'edges', 'typically', 'weight', 'that', 'adjusts', 'as', 'learning', 'proceeds'];machine_learning;groupe A;En;En;['artificial', 'neuron', 'edge', 'weight', 'adjusts', 'learning', 'proceeds'];['artificial', 'neuron', 'edge', 'weight', 'adjusts', 'learning', 'proceeds'];['artificial_neuron', 'edge', 'weight', 'adjusts', 'learning', 'proceeds']
1873;['The', 'weight', 'increases', 'decreases', 'the', 'strength', 'of', 'the', 'signal', 'connection'];machine_learning;groupe A;En;En;['weight', 'increase', 'decrease', 'strength', 'signal', 'connection'];['weight', 'increase', 'decrease', 'strength', 'signal', 'connection'];['weight', 'increase', 'decrease', 'strength', 'signal', 'connection']
1874;['Artificial', 'neurons', 'threshold', 'that', 'the', 'signal', 'is', 'only', 'sent', 'if', 'the', 'aggregate', 'signal', 'crosses', 'that', 'threshold'];machine_learning;groupe A;En;En;['artificial', 'neuron', 'threshold', 'signal', 'aggregate', 'signal', 'cross', 'threshold'];['artificial', 'neuron', 'threshold', 'signal', 'aggregate', 'signal', 'cross', 'threshold'];['artificial_neuron', 'threshold', 'signal', 'aggregate', 'signal', 'cross', 'threshold']
